,date,neg,neu,pos,compound,isReply,isRetweet,keyWords,lies
25,2023-04-17 12:43:47+00:00,0.0,0.726,0.274,0.8478,True,False,['Sports Betting'],@MarkFinnigan79 @hamezhill Ha! I’ll bet you do. Remember the running joke about them in the Wenger years was they act like they invented football and it’s still true to this day.
26,2023-04-17 12:35:27+00:00,0.141,0.766,0.093,-0.3859,True,False,['Sports Betting'],@salmichka Girl im literally a messi fan and i dont watch football i just dont like seeing muslim women tryna make it seem like he the bad one for not getting married (which islamically doesnt count) and is a safer bet for him cause most girls would take half his money
27,2023-04-17 12:26:56+00:00,0.0,0.725,0.275,0.8439,False,False,['Sports Betting'],I just bet the #knicks to win the NBA at 45-1!  Also like Lakers at 14-1 (from 18-1) and Celtics (+270).  These #knicks are like Holzman's.  Watch out...
28,2023-04-17 12:24:03+00:00,0.084,0.881,0.034,-0.3818,True,False,['Sports Betting'],@RichieMac_79 @CFCFrank5 @liamjmulvey @bhavss14 100% correct. Look at Arsenal and it's steady drop in revenue due to lack of cl football. It's a slippery slope and one chelsea can't afford. I bet any money that if Chelsea were in the top four in Jan they wouldn't have spent half they did.
29,2023-04-17 12:16:28+00:00,0.05,0.866,0.084,0.3382,False,False,['Sports Betting'],Verifiable #sportsbook taking new clients in honor of the start of MLB season and NHL/NBA playoffs! Low deposit high limits. Weekly settlements via bitcoin or PayPal. #GambingTwitter #MLB #NHL #sportsbook #casino #sports #LiveBet #Bitcoin   #PayPal #NBA  #NBAPlayoffs #gambling
30,2023-04-17 12:14:05+00:00,0.054,0.885,0.061,0.0772,True,False,['Sports Betting'],"@PowellAnalytics Willing to bet there are some doozies we have no idea are out there - like, saw the movie Air, who knew there was a rule in the NBA about the percentage requirement of the color white in sneakers…"
31,2023-04-17 12:12:33+00:00,0.0,1.0,0.0,0.0,False,False,['Sports Betting'],Might cop a job till football 🏈 season kick off tho just to use that money to bet😂
32,2023-04-17 12:09:17+00:00,0.086,0.847,0.067,-0.0369,True,False,['Sports Betting'],"@MatthewHoneyma9 @maxrushden @guardian_sport @bglendenning @robyniocowen @jonathanliew Sorry pal, I meant the cartoon. The Guardian love to have a pop at Arabic states owning clubs weekly (eg no questions asked of the Stoke manager whose club is funded by gambling), but not sure what they want to Howe to say, and it does get in the way of football."
33,2023-04-17 12:07:16+00:00,0.0,1.0,0.0,0.0,False,False,['Sports Betting'],"MAX BETS are cashing left and right… NBA is on a heater and we continue tonight with more playoff action. 

20u BANGER located 🔥🔥🔥🔥

9-0 NBA MAX BET STREAK 📈📈📈

#GamblingTwitter #NBAPlayoffs"
34,2023-04-17 12:05:16+00:00,0.0,0.906,0.094,0.4404,False,False,['Sports Betting'],"🇻🇳V. League1🇻🇳

⚽️Thanh Hoa - 2
⚽️Ho Chi Minh City - 1

Minute: HT

Bet - Over 3.5 match goals @ 1.22
Units advised - 5 
Profit - £1.11

#sportsbetting #bettingtips #bettingexpert #bettingonline #bettingsports #footballbetting #bettingtipster #sportbetting #football"
35,2023-04-17 12:04:16+00:00,0.0,0.707,0.293,0.9037,True,False,['Sports Betting'],"@RobinRoberts Good Monday morning to you too Robin, @RebeccaJarvis, @LaraSpencer, @Ginger_Zee, and @GStephanopoulos! It was great watching Game 1 of the NBA playoff games last weekend! Bet Rebecca enjoyed her vacation!😌 😊 👍"
36,2023-04-17 11:56:43+00:00,0.0,1.0,0.0,0.0,False,False,['Sports Betting'],I can’t sports bet while I’m in Florida I’d I would’ve known I wouldn’t have came not in the NBA playoffs 🤣
37,2023-04-17 11:53:54+00:00,0.075,0.82,0.105,0.2263,True,False,['Sports Betting'],@GutFeelGambling @CFBNerds Something that's never been done in modern football is boring to you because all you care about is gambling obviously not the actual game itself
38,2023-04-17 11:53:39+00:00,0.068,0.829,0.102,0.1779,True,False,['Sports Betting'],@mhawk19 @TPoulson50 @Football__Tweet Bet your from some 3rd world country though where billionaire philanthropist pay your energy bills 🫢🫢🫢
39,2023-04-17 11:53:11+00:00,0.0,0.648,0.352,0.5859,True,False,[],@kiyahmaari 😂😂😂 it’s not gambling if you win
40,2023-04-17 11:51:25+00:00,0.098,0.767,0.135,0.4197,True,False,['Sports Betting'],"@3plebim 1 week is enough rest. They have no football apart from EPL. But I agree in some games, he should be subbed if he’s not having a good game but he should start every game. You don’t gamble with utility players like this 😀"
41,2023-04-17 11:48:57+00:00,0.08,0.92,0.0,-0.1027,False,False,['Sports Betting'],"@JimWhite &amp; Co moaning about gambling on football shirts. 1st advert is a gambling advert, hypocrites @talkSPORT @Sjopinion10"
42,2023-04-17 11:48:05+00:00,0.0,0.903,0.097,0.4404,False,False,['Sports Betting'],"🇻🇳V. League1🇻🇳

⚽️Binh Dinh - 1
⚽️Ha Noi FC - 0

Minute: HT

Bet - Over 1.5 match goals @ 1.3
Units advised - 5 
Profit - £2.50

#sportsbetting #bettingtips #bettingexpert #bettingonline #bettingsports #footballbetting #bettingtipster #sportbetting #football"
43,2023-04-17 11:48:01+00:00,0.0,0.924,0.076,0.4215,True,False,[],"It should be a quality game and it’s live on Sky Sports tonight.

I’ll be sharing two levels of my Bet Builder when lineups are announced at 19:00.

🔔 Turn my notifications on if you fancy it."
44,2023-04-17 11:42:50+00:00,0.435,0.467,0.098,-0.9347,True,False,['Sports Betting'],@BBCDerbySport Robbed my arse - clear penalty &amp; pay back for negative boring cheating time wasting anti football - he'll be unemployed soon! I bet his playing budget is 4x that of Barton's!
45,2023-04-17 11:42:22+00:00,0.0,0.906,0.094,0.3612,True,False,['Sports Betting'],@BarstoolAlabama Like to see that kicker pull that outside of the protection of a football game. Bet his balls wouldn’t be that big in a dark alley.
46,2023-04-17 11:41:27+00:00,0.0,0.739,0.261,0.8995,False,False,"['Horses', 'Sports Betting']","FINAL CARD RESULTS:  SOCCER 92/36  VOLLEY 1/3
AM.FOOT 2/1  MLB 3/3  HORSES 2/6  NBA 1/2
INTL BASK 9/0  INTL HOCK 8/3  
OVERALL  118/54  68%  ON 172 PLAYS!
GOOD LUCK TODAY TO EVERYONE!!
#GAMBLING TWITTER"
47,2023-04-17 11:37:04+00:00,0.146,0.815,0.039,-0.7184,True,False,['Sports Betting'],"@garyelam23 @DailyCaller Four killed, others in critical condition.. only one football star in the group I reckon..
So what, I bet the other three are just as important to their family as the star. IT was his sister's birthday though that's probably WHY"
48,2023-04-17 11:33:36+00:00,0.0,1.0,0.0,0.0,True,False,['Sports Betting'],@Matt_Law_DT Jesus…. A pep talk from someone who knows nothing about football. Bet that worked wonders
49,2023-04-17 11:32:55+00:00,0.197,0.803,0.0,-0.4019,False,False,['Sports Betting'],Don’t even know if I wanna bet tonight nba been pissing me off
50,2023-04-17 11:31:39+00:00,0.228,0.734,0.038,-0.87,False,False,['Sports Betting'],FanDuel just literally wagered the same EXACT amount on a bet twice an I have NO CLUE HOW. I have essentially the same bet TWICE. WTF DUDE. I like the bet but FUCK man. @FanDuel_Support @FDSportsbook #FanDuel #GamblingTwitter #BettingTwitter #PrizePicks  #GamblingTwiitter #NBA
51,2023-04-17 11:28:44+00:00,0.0,1.0,0.0,0.0,False,False,['Sports Betting'],King of NBA 🔥🔥
52,2023-04-17 11:28:02+00:00,0.11,0.766,0.124,0.1754,True,False,"['Horses', 'Sports Betting']","@JSTA777 @cdbcfc_ @WillHickman7 @bbc5live Let's be honest. The only reason most people watch racing is to bet on it. It isn't a proper sport like football, rugby, cricket etc. It is a betting event. Horses are collateral damage to support the betting industry."
53,2023-04-17 11:27:01+00:00,0.0,1.0,0.0,0.0,True,False,['Sports Betting'],@bigdamo2661 @Underdog__NBA It’s called gambling for a reason
54,2023-04-17 11:26:54+00:00,0.0,1.0,0.0,0.0,True,False,['Sports Betting'],@PhilMackey You just described the entire NBA.
55,2023-04-17 11:18:31+00:00,0.0,0.848,0.152,0.7184,True,False,['Sports Betting'],@UtdRefusal @centredevils @Santi_J_FM I agree. Any well run club should have a football director with a structured plan on how the team should play and have a list of both players and managers to suit that. Having Ten Hag just buy players he know is a gamble.
56,2023-04-17 11:11:53+00:00,0.0,1.0,0.0,0.0,True,False,['Sports Betting'],@NBA_NewYork I bet his grandma has the same outfit
57,2023-04-17 11:05:37+00:00,0.0,0.747,0.253,0.8979,True,False,['Sports Betting'],"Each player can play an unlimited number of tickets for the selected games during the competition.

P.S- Prizes will be awarded in form of betting bonus.

Ts&amp;Cs apply. Not for persons under the age of 18.

#MozzartBetNg #Sport #Betting #Football #Team #Goals #Games"
58,2023-04-17 11:04:02+00:00,0.224,0.527,0.248,0.1406,True,False,[],@ActionNetworkHQ @darrenrovell @ActionApp Nice. Not a bad bet. The Miami one is weird because Giannis got hurt.
59,2023-04-17 11:01:31+00:00,0.083,0.756,0.161,0.7178,False,False,['Sports Betting'],"We've been looking for Real Football No. 1s that push the boundaries for the game they love ⚽️❤️

For Stephen MacDonald, that means battling the elements in the most amazing location imaginable 😯

Learn more about Stephen and his incredible club by tapping below 👇"
60,2023-04-17 10:59:08+00:00,0.0,0.931,0.069,0.4404,False,False,['Sports Betting'],"Tonight's NBA TAP:

Nets 76ers 226.1
Warriors Kings 242.3

Last night TAP went 2-2, bringing it to 262/467(56.1%) on the season. So far the Under is performing slight better, 8/14, compared to the Over, this Postseason. Bet accordingly.

#NBAPlayoffs #nba"
61,2023-04-17 10:35:41+00:00,0.084,0.838,0.078,-0.0516,True,False,['Sports Betting'],"1984: Braves pitcher Pascual Perez suspended due to cocaine usage.⚾️❄️
￼
1987: Julius Erving becomes 3rd NBA (and ABA) player to score 30,000 points.🏀

1988: Ethiopian Belayneh Densimo runs world record marathon (2:06:50) 🇪🇹🏃🏾"
62,2023-04-17 10:25:23+00:00,0.131,0.755,0.114,-0.2228,True,False,['Sports Betting'],"@zsr2402 How the hell has that had over 200 likes! 🤯 Bet this guy has been to 2 games in 10 years, when most ST holders have loyally watched, for the large part, below average football for over a decade. We have a right to fucking moan"
63,2023-04-17 10:09:35+00:00,0.11,0.848,0.042,-0.6715,False,False,['Sports Betting'],"Manure Utd are only 3 points ahead of Newcastle (whose GD is 24, Manures is 9), but instead of focusing on that, you're making memes about the EPL leaders? Who wants to bet that you're not even gonna be playing CL football next season?
* spits in disgust *"
64,2023-04-17 10:08:22+00:00,0.0,0.933,0.067,0.0772,False,False,[],"Challenge bet 1 💥

🎯£25-£200 

🇦🇺Kingston city Vs Preston lions 

✏️ Over 1 FH Asian goal line (wait for 1.6 odds)

💰£25-£40"
65,2023-04-17 10:00:23+00:00,0.0,0.894,0.106,0.4215,True,False,['Sports Betting'],@_whippet I would bet everything that’s top of the pyramid has links to them. For example the football league was created by them &amp; Liverpool fc was founded by one. Never eating there again btw
66,2023-04-17 09:49:49+00:00,0.0,1.0,0.0,0.0,False,False,['Sports Betting'],"This week #NBAPlayoffs schedule: 

April 17
🟣 Sixers vs Nets

April 18
🟣 Kings vs Warriors
🟣 Celtics vs Hawks
🟣 Cavs vs Knicks

April 19
🟣 Suns vs Clippers
🟣 Grizzlies vs Lakers

April 20
🟣 Bucks vs Heat
🟣 Nuggets vs Wolves

#GeniusBet #NBA #Basketball"
67,2023-04-17 09:44:37+00:00,0.0,0.886,0.114,0.4753,False,False,['Sports Betting'],"Highlighted games today! ⚽️

🟣 ACF Fiorentina vs Atalanta BC
🟣 RC Celta de Vigo vs RCD Mallorca
🟣 Leeds United vs Liverpool FC

#Football #Soccer #GeniusBet #Monday"
68,2023-04-17 09:37:00+00:00,0.0,0.871,0.129,0.7096,True,False,['Sports Betting'],#NBA playoffs -7 @sixers  now up to -10 👀. BKN May cover but I can’t bet BKN ever against 76ers - I should have posted the over last game - I like the over in this one as well - but wil look at again when I get up
69,2023-04-17 09:36:46+00:00,0.0,1.0,0.0,0.0,False,False,['Sports Betting'],"Aight back in the lab -Vegas been busy for me.

#NBA PLAYOFF 🧵 thread."
70,2023-04-17 09:36:06+00:00,0.22,0.78,0.0,-0.7351,True,False,['Sports Betting'],"@bigbridontknock @TheOfficial_CSS @Tim_NBA You bet your nutsack we will riot
We will f burn down the crypt if Jeanie starts being stingy about Reaves 😤😤😤😤😤😤😤"
71,2023-04-17 09:33:52+00:00,0.0,0.778,0.222,0.8898,True,False,[],"Laporta : ""It didn't come about by chance. We didn't bow down to CVC, but we bet on other interests that benefited us more. It's not by chance that this came out when we're recovering. UEFA has been encouraged to join the lynching when we've wanted to change European competition"""
72,2023-04-17 09:32:41+00:00,0.041,0.827,0.132,0.5574,True,False,['Sports Betting'],"@LACLIPPERS2408 @ChrisBHaynes @Number9IsDaLife @NBAonTNT @BleacherReport I bet Tyler wanna play even if he loses his entire arms but there are rules you gotta follow. It's not just Miami Heat's organization but NBA itself. Clearly, you are a commoner."
73,2023-04-17 09:13:25+00:00,0.127,0.637,0.235,0.6412,True,False,['Sports Betting'],@brian_caves @brightwhitemoon @johnsuchet1 @nulasuchet The national is far safer than 30 years ago. Greed risking millions I bet you think football is better Harland earns 35k a week less than national winner.
74,2023-04-17 09:12:44+00:00,0.025,0.866,0.108,0.6808,True,False,['Sports Betting'],"@Callum81538804 @barneyronay How do kids pay to get into the loot boxes. Surely they need a card from parents?

Most underage gambling is done with full knowledge of parents. It is mainly betting with friends, fruit machines and lotteries and has gone on for decades and nothing to do with football adverts."
75,2023-04-17 09:02:58+00:00,0.0,0.767,0.233,0.7717,True,False,['Sports Betting'],"✅Bet: 1st Half Asian Handicap: Queretaro 0.0,+0.5 @ 1.575

0-0 HT and FT. Good plus handicap win here. 
#MexicoLigaMX #Queretaro #Football #LiveBet #Inplay #Betting #Bet"
76,2023-04-17 09:00:09+00:00,0.0,1.0,0.0,0.0,True,False,['Sports Betting'],@JonasPete3 @dnobsemaj1 @ImagineMichael3 @MazzullaMauler @SloHoopsFan @Cronin_10 @begonis101 @Samothecat @ThorHC11 @BeGotGame @JaredZero_NBA @Red_Auerglass I would take that bet but you’re only 12 and you don’t have a thousand dollars.
77,2023-04-17 08:54:57+00:00,0.0,1.0,0.0,0.0,True,False,['Sports Betting'],"@KieranMaguire @josephmdurso @CommonsDCMS We are all breathlessly awaiting the Gambling White Paper.
In passing, the Football White Paper seems to have caused little comment.
With this Government not much happens."
78,2023-04-17 08:50:27+00:00,0.128,0.872,0.0,-0.3612,True,False,['Sports Betting'],@TheRealCEOAmber I have said it before and I dey talk am again football is just difficult bet I have ever known
79,2023-04-17 08:43:05+00:00,0.181,0.688,0.131,-0.6124,True,False,['Sports Betting'],"@ChrisGPackham It's all about the crowds. Think of the money.
➡️ This is why media protects sexual predators like #JimmySaville.
➡️ Allows football players criminal protection.

➡️ Why animals must suffer and die for the masses.

I used to bet on Grand National too.
I turned away long ago."
80,2023-04-17 08:27:20+00:00,0.0,0.578,0.422,0.9803,False,False,['Sports Betting'],"QUICK FACTS
📄📄📄📄📄📄
YOU DONT HAVE TO BE A FOOTBALL FAN BEFORE YOU BENEFIT FROM IT. THIS IS ANOTHER GREAT OPPORTUNITY FOR YOU TO Experience WEALTH .

*THESE 100% FIXED MATCH IS ORGANISED TO HELP BENEFIT ADDITIONAL FINANCE FROM FOOTBALL GAMES

GET A FIXED MATCH TODAY."
81,2023-04-17 08:15:18+00:00,0.028,0.887,0.085,0.4953,True,False,['Sports Betting'],"@chrisgambler247 @barneyronay It’s not playing video games that’s the issue.

It’s the hidden gambling and paywalls without the correct age restrictions or awareness being raised. 

You went out to play football ☑️ 

If you were 12 and went out to play with 30 year olds at 11pm, would your parents step in? ☑️"
82,2023-04-17 08:13:41+00:00,0.147,0.534,0.318,0.7906,True,False,['Sports Betting'],@KnightKid77 Yeah you@go ask who is the best NBA player to others you do that bet you won’t … you better say that dumb shit to just the old head lol boiii lol
83,2023-04-17 08:08:52+00:00,0.0,0.556,0.444,0.6808,True,False,[],"@tima_malla Good morning, Its an interesting point of view 🫡"
84,2023-04-17 08:06:25+00:00,0.0,0.709,0.291,0.5719,False,False,['Sports Betting'],Fr tho… I haven’t won a bet on NBA for 2 weeks now.😡
85,2023-04-17 07:57:13+00:00,0.099,0.756,0.145,0.5267,True,False,['Sports Betting'],"@D47TON @DodeSmith_ @Rory_Bond Leicester was an absolute miracle, proof of nothing other than the freak of football. 

How else have teams in the past won the league and cups? 

Bet no one was saying this last year when we were in every final."
86,2023-04-17 07:55:37+00:00,0.0,1.0,0.0,0.0,True,False,['Sports Betting'],"@Popssmith1 @sticktofacts1 @liam7988 @BorderSolution_ 🤣🤣🤣. You're not the first 🤡  from the UK to rewrite history and your won't be last.

I bet you think the UK invented football..🤣🤣🤣"
87,2023-04-17 07:52:58+00:00,0.188,0.812,0.0,-0.8645,True,False,"['Poker', 'Sports Betting']","@bigdamo2661 @Underdog__NBA Yall gotta be new to gambling. Betting risky for a reason. Don't buy lotto or scratch offs, those aren't refundable either. Been in a poker game? Imagine just digging out the money you put into the pot cause you got the wrong card? Risky shit we do with our money."
88,2023-04-17 07:44:31+00:00,0.135,0.865,0.0,-0.6728,True,False,['Sports Betting'],"@barneyronay Though you didn't want to be bothered after you were exposed:
1. for using the opening of one clinic four years ago to suggest the NHS was preparing to cope with an influx of child addicts now. 
2. Linking football adverts ignoring child gambling dropped 21% 2011 to 11% in 2019"
89,2023-04-17 07:42:34+00:00,0.0,0.943,0.057,0.2023,True,False,['Sports Betting'],"@ShankiAustine @_skilli Shanki huyo lenga tu, when it comes to football Quincy knows nothing. Last season we made a bet we'd finish on top of them akakataa this season too,ni mehmeh mingi"
90,2023-04-17 07:42:09+00:00,0.116,0.638,0.246,0.5423,True,False,['Sports Betting'],"@Arsenal It was fun lads but it’s over  lol we ain’t beating city  I’ll bet my house 😂🥹

well done on getting UCL football we move"
91,2023-04-17 07:41:12+00:00,0.077,0.86,0.063,-0.1621,True,False,['Sports Betting'],"@TheNathanMark @TonyCMKE I bet this has been happening all the time since the start of the nba, just happend to be 2 star players on the same day that both got hurt in the playoffs so it seems like it's an issue"
92,2023-04-17 07:38:56+00:00,0.0,1.0,0.0,0.0,False,False,[],Placing  my bet rn
93,2023-04-17 07:34:08+00:00,0.272,0.615,0.114,-0.8173,True,False,['Sports Betting'],"@bigdamo2661 @Underdog__NBA Seriously, they r so greedy they must laugh at us when shit like this happens unfair shit or void a bet if the player dosent make it pass 10-12 mins on the court. Bet365 does it only for 5mins tho"
94,2023-04-17 07:27:40+00:00,0.0,0.859,0.141,0.6597,True,False,['Sports Betting'],"@Shinobi_187 @DialSquareNZ @LiverpoolPhotox Even better, I bet you have never been to Anfield or any any other English league ground, yet you crow like some sort of expert on our football. Stick to your white powder."
95,2023-04-17 07:26:54+00:00,0.0,0.732,0.268,0.6705,True,False,['Sports Betting'],@Reb_Baron @prodlegacy @StephenFarryMP @BeattieDoug @Reb_Baron I bet you support the United Kingdom 🇬🇧 Football Club Glasgow Celtic 😂😂😂
96,2023-04-17 07:25:02+00:00,0.115,0.723,0.162,0.5719,True,False,['Sports Betting'],"3️⃣ Past performance means the same will happen in the future. Again, no. You must always be adapting and changing your betting strategies. This is why bet tracking is a vital part of successful football betting. Paper trade until you are confident in your system. Lower your risk."
97,2023-04-17 07:19:15+00:00,0.197,0.755,0.048,-0.7964,True,False,['Sports Betting'],@Katzo60 @PhilGould15 Will never be implemented. Gambling agencies will have a field day. This premise works on assumption teams give up. I get the idea of a team now trying to compete to take points from the game. Might stop attacking football and promote boring footy to minimise damage.
98,2023-04-17 07:12:31+00:00,0.07,0.93,0.0,-0.2023,True,False,['Sports Betting'],@City_Chief @ManCity @5Pillarsuk Why? Its a football stadium. Didnt see this much of an effort for Easter or Passover. I bet longsight was empty when filming this
99,2023-04-17 07:06:22+00:00,0.24,0.684,0.076,-0.9221,True,False,['Sports Betting'],"@NanaKwame_off I dont why these people sit in Ghana parliament, u cant create jobs for the youth. Now they have decided not to steal, rob, fraud or kill to make a living but are using their little cash to bet on football, and then u want to tax or ban it. Ban it give them jobs or face them"
